age,job,marital,education,month,campaign,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
42,admin.,divorced,university.degree,may,3,0,nonexistent,-36.4,4.855,5191.0,no
30,technician,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
49,services,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
44,blue-collar,single,basic.6y,may,2,0,nonexistent,-36.4,4.855,5191.0,yes
41,technician,married,university.degree,may,3,0,nonexistent,-36.4,4.855,5191.0,no
32,admin.,single,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
27,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
29,management,single,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
53,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
30,blue-collar,single,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
29,management,single,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
32,technician,single,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
55,admin.,divorced,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
39,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
37,blue-collar,single,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
26,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
52,self-employed,married,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
33,management,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
60,management,married,university.degree,may,3,0,nonexistent,-36.4,4.855,5191.0,no
45,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
32,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
50,unemployed,married,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
47,management,divorced,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
40,technician,married,university.degree,may,3,0,nonexistent,-36.4,4.855,5191.0,no
45,services,married,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
52,blue-collar,married,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
43,management,married,unknown,may,2,0,nonexistent,-36.4,4.855,5191.0,no
40,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
43,blue-collar,single,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
28,blue-collar,single,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
37,services,married,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
32,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
26,technician,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
56,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
56,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
37,entrepreneur,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
43,technician,single,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
41,housemaid,married,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
43,technician,single,professional.course,may,1,0,nonexistent,-36.4,4.855,5191.0,no
29,unknown,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
31,services,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
39,admin.,single,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
38,blue-collar,single,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
56,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
36,entrepreneur,married,unknown,may,1,0,nonexistent,-36.4,4.855,5191.0,no
34,admin.,married,university.degree,may,3,0,nonexistent,-36.4,4.855,5191.0,no
28,services,single,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
45,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
59,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
46,blue-collar,married,professional.course,may,1,0,nonexistent,-36.4,4.855,5191.0,no
25,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,admin.,divorced,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
27,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
33,admin.,divorced,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
56,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
25,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
30,housemaid,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
37,self-employed,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
28,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
42,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
36,technician,single,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
52,management,married,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,technician,single,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,management,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
29,blue-collar,single,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
50,management,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
38,management,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
42,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
28,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
56,services,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
35,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
32,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
50,retired,married,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
29,admin.,single,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
30,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
46,blue-collar,married,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
26,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,management,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
50,housemaid,divorced,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
31,technician,single,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
57,entrepreneur,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
45,admin.,divorced,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
50,services,married,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
44,unknown,single,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
44,services,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
32,services,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
37,housemaid,single,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
34,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
27,services,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
40,housemaid,single,university.degree,may,3,0,nonexistent,-36.4,4.855,5191.0,no
39,services,married,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
29,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
25,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
29,services,married,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
44,technician,single,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
33,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
40,blue-collar,married,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
38,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
33,services,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
36,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
48,admin.,married,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
44,services,divorced,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
50,blue-collar,divorced,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
35,self-employed,married,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
51,entrepreneur,married,basic.4y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
32,management,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
56,services,divorced,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
50,technician,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
25,self-employed,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
28,services,single,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
41,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
34,blue-collar,married,unknown,may,2,0,nonexistent,-36.4,4.855,5191.0,no
31,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
39,housemaid,married,basic.4y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
26,entrepreneur,married,unknown,may,3,0,nonexistent,-36.4,4.855,5191.0,no
37,blue-collar,married,basic.6y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
25,student,single,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
37,entrepreneur,single,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
38,technician,single,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
26,technician,married,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
52,blue-collar,single,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
54,admin.,married,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
41,management,single,unknown,may,2,0,nonexistent,-36.4,4.855,5191.0,no
26,services,single,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
54,technician,married,unknown,may,2,0,nonexistent,-36.4,4.855,5191.0,no
41,blue-collar,divorced,basic.4y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
43,management,married,basic.4y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
35,technician,divorced,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
45,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
40,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
36,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.855,5191.0,no
40,blue-collar,married,basic.9y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
43,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
36,blue-collar,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,blue-collar,divorced,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
41,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
46,technician,divorced,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
47,blue-collar,single,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,unemployed,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
48,entrepreneur,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
53,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,blue-collar,married,unknown,may,3,0,nonexistent,-36.4,4.857,5191.0,no
34,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,blue-collar,married,basic.6y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
48,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
44,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
50,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
53,self-employed,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,technician,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
55,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
35,admin.,single,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
32,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
39,housemaid,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
49,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
45,unemployed,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
32,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,management,divorced,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
24,services,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,yes
49,management,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
49,management,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
43,management,married,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
59,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,unemployed,married,unknown,may,2,0,nonexistent,-36.4,4.857,5191.0,no
49,technician,divorced,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
39,entrepreneur,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
39,entrepreneur,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,blue-collar,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
42,blue-collar,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,management,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
51,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
29,management,single,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
35,admin.,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
34,management,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,services,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
54,management,divorced,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
56,services,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
34,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
51,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,blue-collar,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
32,blue-collar,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
37,admin.,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
47,technician,divorced,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
26,technician,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
26,self-employed,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
25,blue-collar,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
52,entrepreneur,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
59,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
39,blue-collar,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
56,housemaid,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
29,technician,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,technician,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
31,admin.,divorced,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,housemaid,single,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
34,technician,single,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
56,entrepreneur,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
46,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
38,services,divorced,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
42,management,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
42,management,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
40,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
48,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
29,admin.,single,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,self-employed,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
39,unemployed,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
35,technician,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
39,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
34,housemaid,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,admin.,single,unknown,may,3,0,nonexistent,-36.4,4.857,5191.0,yes
27,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
30,technician,single,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
41,services,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
38,blue-collar,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
37,entrepreneur,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
34,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,blue-collar,single,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,technician,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
28,student,single,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
28,student,single,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
50,management,divorced,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
32,management,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
45,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
30,blue-collar,single,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
34,blue-collar,single,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
57,retired,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
50,blue-collar,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
57,retired,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
32,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,retired,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
32,blue-collar,single,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,entrepreneur,married,basic.6y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
38,unemployed,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
37,blue-collar,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
51,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
53,retired,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
51,technician,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
40,admin.,single,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
55,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
37,self-employed,divorced,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
37,self-employed,divorced,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
45,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
30,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
30,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
38,blue-collar,married,basic.6y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
31,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
48,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
29,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
38,blue-collar,single,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
48,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
32,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
56,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,technician,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
31,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
54,retired,divorced,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
26,services,divorced,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
54,blue-collar,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
45,management,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,blue-collar,divorced,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
35,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
28,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,retired,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,technician,married,basic.6y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
30,services,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
34,blue-collar,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
29,management,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
37,admin.,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
25,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,services,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
27,blue-collar,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
39,technician,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
34,management,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
47,services,divorced,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,blue-collar,married,basic.4y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
41,management,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
37,admin.,married,unknown,may,3,0,nonexistent,-36.4,4.857,5191.0,no
32,unemployed,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
56,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
36,services,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
51,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
47,blue-collar,divorced,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
57,services,divorced,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
46,admin.,divorced,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
35,services,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
35,admin.,single,basic.4y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
37,technician,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
52,housemaid,married,basic.4y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
41,admin.,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
26,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
31,unemployed,single,professional.course,may,2,0,nonexistent,-36.4,4.856,5191.0,no
32,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
40,housemaid,single,university.degree,may,3,0,nonexistent,-36.4,4.856,5191.0,no
29,management,married,university.degree,may,2,0,nonexistent,-36.4,4.856,5191.0,no
60,technician,divorced,professional.course,may,3,0,nonexistent,-36.4,4.856,5191.0,no
42,blue-collar,married,basic.4y,may,3,0,nonexistent,-36.4,4.856,5191.0,no
30,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.856,5191.0,no
34,technician,married,university.degree,may,1,0,nonexistent,-36.4,4.856,5191.0,no
43,technician,single,professional.course,may,1,0,nonexistent,-36.4,4.856,5191.0,no
38,blue-collar,married,basic.6y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
35,admin.,single,university.degree,may,1,0,nonexistent,-36.4,4.856,5191.0,no
26,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.856,5191.0,no
31,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
55,unemployed,married,basic.4y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
59,housemaid,married,basic.4y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
28,blue-collar,single,basic.9y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
48,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
37,services,married,basic.9y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
35,blue-collar,married,basic.6y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
30,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.856,5191.0,no
30,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.856,5191.0,no
32,admin.,single,university.degree,may,1,0,nonexistent,-36.4,4.856,5191.0,yes
53,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.856,5191.0,no
34,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
51,unemployed,married,basic.9y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
43,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.856,5191.0,no
54,retired,divorced,basic.4y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
45,services,single,professional.course,may,1,0,nonexistent,-36.4,4.856,5191.0,no
