age,job,marital,education,month,campaign,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
25,management,married,university.degree,may,2,0,nonexistent,-46.2,1.266,5099.1,no
37,admin.,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
35,blue-collar,married,high.school,may,1,0,nonexistent,-46.2,1.266,5099.1,no
31,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
38,services,divorced,high.school,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
37,blue-collar,married,basic.9y,may,2,1,failure,-46.2,1.313,5099.1,no
58,management,married,basic.4y,may,1,1,failure,-46.2,1.281,5099.1,no
46,admin.,married,high.school,jun,2,0,nonexistent,-41.8,4.959,5228.1,no
38,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
34,entrepreneur,single,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.859,5191.0,no
45,services,married,high.school,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
34,technician,married,professional.course,aug,1,0,nonexistent,-36.1,4.966,5228.1,no
28,services,single,high.school,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
41,technician,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
35,technician,single,university.degree,jun,2,0,nonexistent,-41.8,4.961,5228.1,no
34,admin.,single,university.degree,may,2,0,nonexistent,-46.2,1.313,5099.1,no
54,housemaid,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
39,management,married,university.degree,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
50,blue-collar,married,basic.6y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
48,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
34,admin.,single,university.degree,nov,2,0,nonexistent,-42.0,4.021,5195.8,no
42,self-employed,married,university.degree,jul,3,0,nonexistent,-42.7,4.963,5228.1,no
38,admin.,single,basic.9y,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
29,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.856,5191.0,no
34,technician,married,university.degree,may,2,0,nonexistent,-36.4,4.86,5191.0,no
41,housemaid,married,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
32,admin.,married,university.degree,jun,2,0,nonexistent,-41.8,4.959,5228.1,no
39,management,married,university.degree,sep,3,0,nonexistent,-37.5,0.884,4963.6,no
51,technician,married,unknown,jun,3,0,nonexistent,-41.8,4.959,5228.1,no
28,admin.,single,high.school,mar,1,0,nonexistent,-50.0,1.531,5099.1,no
56,retired,married,basic.4y,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
42,technician,married,basic.9y,apr,2,0,nonexistent,-47.1,1.466,5099.1,no
37,services,married,high.school,apr,3,0,nonexistent,-47.1,1.405,5099.1,no
43,blue-collar,married,basic.4y,jun,3,0,nonexistent,-41.8,4.967,5228.1,no
57,admin.,divorced,university.degree,nov,2,0,nonexistent,-42.0,4.021,5195.8,no
28,services,single,university.degree,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
27,student,single,university.degree,jun,2,4,success,-39.8,0.72,4991.6,yes
33,technician,married,professional.course,aug,1,0,nonexistent,-36.1,4.966,5228.1,no
53,technician,married,professional.course,nov,2,1,failure,-42.0,4.076,5195.8,no
53,entrepreneur,married,unknown,nov,2,0,nonexistent,-42.0,4.12,5195.8,no
41,admin.,single,high.school,oct,2,0,nonexistent,-49.5,0.987,4963.6,no
24,student,single,high.school,may,1,0,nonexistent,-36.4,4.859,5191.0,no
26,retired,single,high.school,jun,1,0,nonexistent,-40.8,1.26,5076.2,no
57,retired,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
40,entrepreneur,married,basic.9y,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
49,unemployed,married,high.school,sep,1,1,failure,-29.8,0.768,5017.5,no
44,services,married,high.school,nov,2,0,nonexistent,-42.0,4.153,5195.8,no
49,technician,married,basic.9y,jul,1,0,nonexistent,-42.7,4.968,5228.1,no
31,admin.,single,university.degree,apr,1,0,nonexistent,-47.1,1.365,5099.1,no
39,services,single,basic.9y,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
36,technician,married,professional.course,may,1,0,nonexistent,-36.4,4.86,5191.0,no
46,management,married,university.degree,jul,3,0,nonexistent,-42.7,4.962,5228.1,no
37,blue-collar,married,basic.4y,jul,1,0,nonexistent,-42.7,4.968,5228.1,no
36,admin.,married,university.degree,aug,2,0,nonexistent,-36.1,4.964,5228.1,no
27,services,single,high.school,jul,3,0,nonexistent,-40.3,0.79,4991.6,yes
39,services,married,basic.9y,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
48,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.856,5191.0,no
48,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
44,blue-collar,married,basic.4y,nov,1,0,nonexistent,-42.0,4.076,5195.8,no
34,technician,married,university.degree,aug,2,0,nonexistent,-36.1,4.962,5228.1,no
27,services,single,high.school,mar,1,2,failure,-34.8,0.646,5008.7,no
26,services,single,university.degree,may,1,1,failure,-46.2,1.327,5099.1,no
42,blue-collar,single,basic.6y,jun,2,0,nonexistent,-41.8,4.967,5228.1,no
41,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
35,blue-collar,married,basic.4y,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
47,blue-collar,divorced,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
39,management,married,university.degree,jun,2,0,nonexistent,-41.8,4.96,5228.1,no
35,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.86,5191.0,no
56,retired,single,university.degree,nov,1,0,nonexistent,-42.0,4.12,5195.8,no
41,management,divorced,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,admin.,married,unknown,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
18,student,single,unknown,sep,2,0,nonexistent,-29.8,0.788,5017.5,no
37,technician,married,professional.course,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
32,technician,married,professional.course,apr,2,0,nonexistent,-47.1,1.498,5099.1,no
33,technician,divorced,professional.course,nov,3,1,failure,-42.0,4.076,5195.8,no
45,unknown,married,unknown,may,1,0,nonexistent,-36.4,4.859,5191.0,no
34,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
36,admin.,married,high.school,apr,1,0,nonexistent,-47.1,1.405,5099.1,no
28,services,married,high.school,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
36,admin.,single,university.degree,jun,3,0,nonexistent,-41.8,4.864,5228.1,no
37,unemployed,single,basic.9y,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
28,admin.,married,university.degree,jul,2,0,nonexistent,-42.7,4.963,5228.1,no
29,admin.,single,university.degree,jun,3,0,nonexistent,-41.8,4.96,5228.1,no
45,blue-collar,married,basic.9y,jul,3,0,nonexistent,-42.7,4.961,5228.1,no
31,services,single,high.school,may,2,0,nonexistent,-46.2,1.291,5099.1,no
52,admin.,married,university.degree,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
37,entrepreneur,divorced,high.school,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
55,admin.,married,high.school,apr,1,1,failure,-47.1,1.405,5099.1,no
32,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.859,5191.0,no
42,blue-collar,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.858,5191.0,no
38,technician,married,university.degree,dec,1,2,failure,-33.0,0.721,5023.5,no
29,blue-collar,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
45,technician,single,professional.course,jun,1,0,nonexistent,-41.8,4.955,5228.1,no
36,technician,single,basic.9y,nov,1,0,nonexistent,-42.0,4.076,5195.8,no
34,admin.,married,high.school,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
43,self-employed,married,basic.9y,may,2,0,nonexistent,-36.4,4.858,5191.0,no
54,blue-collar,married,basic.4y,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
48,blue-collar,married,basic.4y,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
34,technician,single,university.degree,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
29,admin.,married,high.school,jul,3,0,nonexistent,-42.7,4.96,5228.1,no
31,services,single,university.degree,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
32,blue-collar,married,basic.9y,apr,2,0,nonexistent,-47.1,1.479,5099.1,no
31,technician,single,professional.course,nov,2,1,failure,-42.0,4.153,5195.8,no
41,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,admin.,married,university.degree,jul,3,0,nonexistent,-42.7,4.962,5228.1,no
49,housemaid,divorced,basic.4y,jun,1,0,nonexistent,-41.8,4.962,5228.1,no
29,admin.,married,university.degree,may,2,0,nonexistent,-46.2,1.281,5099.1,no
37,technician,married,university.degree,aug,3,0,nonexistent,-36.1,4.963,5228.1,no
31,technician,single,professional.course,aug,3,0,nonexistent,-36.1,4.965,5228.1,no
44,blue-collar,married,basic.4y,may,3,0,nonexistent,-46.2,1.313,5099.1,no
41,management,married,unknown,may,3,0,nonexistent,-36.4,4.855,5191.0,no
29,technician,single,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
58,management,married,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
31,entrepreneur,single,university.degree,nov,3,0,nonexistent,-42.0,4.076,5195.8,no
73,retired,married,basic.4y,oct,1,0,nonexistent,-26.9,0.724,5017.5,no
30,blue-collar,single,basic.4y,jun,1,0,nonexistent,-41.8,4.864,5228.1,no
27,technician,married,professional.course,may,1,0,nonexistent,-46.2,1.299,5099.1,no
57,technician,married,basic.9y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
32,technician,married,university.degree,aug,2,0,nonexistent,-36.1,4.964,5228.1,no
60,unknown,married,unknown,aug,3,0,nonexistent,-36.1,4.965,5228.1,no
48,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
58,retired,divorced,high.school,jun,2,0,nonexistent,-40.8,1.262,5076.2,no
53,admin.,divorced,university.degree,aug,1,0,nonexistent,-36.1,4.966,5228.1,no
36,admin.,single,university.degree,jul,3,0,nonexistent,-42.7,4.968,5228.1,no
32,services,single,professional.course,jun,1,2,failure,-40.8,1.262,5076.2,no
32,admin.,single,basic.9y,may,3,0,nonexistent,-36.4,4.86,5191.0,no
21,admin.,single,high.school,apr,2,0,nonexistent,-47.1,1.365,5099.1,no
37,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.86,5191.0,no
57,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
31,entrepreneur,single,high.school,nov,1,0,nonexistent,-42.0,4.076,5195.8,no
50,management,married,university.degree,nov,1,1,failure,-42.0,4.076,5195.8,no
37,services,married,high.school,may,3,0,nonexistent,-46.2,1.299,5099.1,no
48,entrepreneur,married,basic.6y,may,1,0,nonexistent,-46.2,1.334,5099.1,no
32,blue-collar,married,basic.4y,may,3,0,nonexistent,-46.2,1.291,5099.1,no
46,blue-collar,single,basic.9y,may,3,0,nonexistent,-46.2,1.327,5099.1,no
58,retired,married,basic.4y,may,3,0,nonexistent,-36.4,4.858,5191.0,no
32,admin.,single,university.degree,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
59,retired,divorced,basic.4y,may,3,0,nonexistent,-36.4,4.856,5191.0,no
23,admin.,single,university.degree,jul,1,2,failure,-40.3,0.881,4991.6,no
34,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
54,admin.,single,university.degree,may,1,0,nonexistent,-46.2,1.264,5099.1,no
85,retired,married,basic.4y,apr,2,0,nonexistent,-47.1,1.4,5099.1,no
24,blue-collar,single,basic.6y,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
40,blue-collar,married,basic.9y,may,1,0,nonexistent,-46.2,1.344,5099.1,no
52,self-employed,married,basic.4y,may,1,0,nonexistent,-36.4,4.86,5191.0,no
45,blue-collar,married,basic.9y,may,3,0,nonexistent,-36.4,4.856,5191.0,no
25,services,married,high.school,may,2,0,nonexistent,-36.4,4.858,5191.0,no
37,self-employed,married,professional.course,jun,1,0,nonexistent,-40.8,1.26,5076.2,no
33,self-employed,single,high.school,may,1,1,failure,-46.2,1.291,5099.1,no
44,services,divorced,high.school,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
37,blue-collar,married,basic.4y,may,2,0,nonexistent,-46.2,1.313,5099.1,no
36,services,single,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
39,technician,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
52,management,married,basic.4y,may,3,0,nonexistent,-46.2,1.344,5099.1,no
44,management,married,university.degree,aug,2,0,nonexistent,-36.1,4.965,5228.1,no
53,management,divorced,university.degree,apr,2,0,nonexistent,-34.6,0.64,5008.7,yes
59,retired,married,professional.course,aug,2,2,success,-38.3,0.905,4991.6,yes
56,retired,married,basic.4y,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
27,blue-collar,single,basic.4y,jul,1,0,nonexistent,-42.7,4.968,5228.1,no
45,unemployed,married,basic.9y,jun,1,1,failure,-40.8,1.266,5076.2,no
19,student,single,unknown,apr,1,0,nonexistent,-47.1,1.405,5099.1,no
38,self-employed,married,basic.9y,may,2,0,nonexistent,-46.2,1.281,5099.1,no
41,admin.,married,unknown,sep,1,1,failure,-37.5,0.879,4963.6,no
28,admin.,single,unknown,apr,2,4,success,-34.6,0.654,5008.7,yes
33,blue-collar,single,basic.9y,jun,3,0,nonexistent,-41.8,4.864,5228.1,no
47,services,divorced,professional.course,jul,1,0,nonexistent,-42.7,4.961,5228.1,no
36,entrepreneur,divorced,university.degree,nov,1,1,failure,-42.0,4.191,5195.8,no
55,blue-collar,married,basic.6y,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
28,services,single,basic.9y,jun,2,0,nonexistent,-41.8,4.955,5228.1,no
34,admin.,divorced,professional.course,may,2,0,nonexistent,-46.2,1.291,5099.1,no
33,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.856,5191.0,no
34,admin.,divorced,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
46,services,married,high.school,jul,1,0,nonexistent,-42.7,4.96,5228.1,no
26,admin.,single,university.degree,jul,1,0,nonexistent,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,aug,2,0,nonexistent,-36.1,4.968,5228.1,no
47,services,married,high.school,jun,1,0,nonexistent,-41.8,4.962,5228.1,no
37,blue-collar,married,basic.9y,jun,2,0,nonexistent,-41.8,4.865,5228.1,no
48,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
27,admin.,single,university.degree,jun,3,0,nonexistent,-40.8,1.281,5076.2,no
27,admin.,single,high.school,jul,1,0,nonexistent,-42.7,4.958,5228.1,no
38,admin.,married,basic.6y,jul,3,0,nonexistent,-42.7,4.968,5228.1,no
41,technician,married,professional.course,jun,1,3,success,-40.8,1.262,5076.2,yes
34,blue-collar,married,basic.9y,apr,1,0,nonexistent,-47.1,1.405,5099.1,no
30,admin.,married,university.degree,sep,2,1,success,-29.8,0.739,5017.5,yes
60,blue-collar,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
27,technician,single,university.degree,aug,1,1,success,-31.4,0.873,5076.2,yes
55,unknown,married,unknown,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
58,retired,married,basic.4y,jun,1,0,nonexistent,-41.8,4.866,5228.1,no
51,technician,married,unknown,may,2,0,nonexistent,-36.4,4.86,5191.0,no
39,management,divorced,basic.9y,jul,1,0,nonexistent,-42.7,4.968,5228.1,no
40,housemaid,divorced,basic.9y,aug,1,0,nonexistent,-36.1,4.968,5228.1,no
48,services,single,basic.4y,may,2,0,nonexistent,-46.2,1.266,5099.1,no
20,student,single,unknown,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
54,retired,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
37,technician,single,professional.course,aug,1,0,nonexistent,-36.1,4.967,5228.1,no
53,blue-collar,married,basic.9y,jun,1,0,nonexistent,-41.8,4.959,5228.1,no
32,technician,married,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
30,admin.,single,university.degree,nov,2,2,failure,-30.1,0.715,5017.5,no
37,admin.,single,university.degree,may,3,0,nonexistent,-46.2,1.244,5099.1,no
28,admin.,single,university.degree,may,3,0,nonexistent,-36.4,4.859,5191.0,no
51,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.965,5228.1,no
37,technician,single,professional.course,aug,2,0,nonexistent,-36.1,4.964,5228.1,no
61,retired,married,university.degree,aug,2,1,success,-31.4,0.859,5076.2,yes
31,admin.,divorced,high.school,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
47,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
34,admin.,single,professional.course,apr,1,0,nonexistent,-47.1,1.445,5099.1,no
31,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.859,5191.0,no
35,technician,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
48,admin.,married,university.degree,nov,3,0,nonexistent,-42.0,4.021,5195.8,no
31,technician,single,university.degree,nov,1,0,nonexistent,-42.0,4.021,5195.8,no
45,blue-collar,married,basic.4y,nov,1,0,nonexistent,-42.0,4.12,5195.8,no
33,admin.,single,university.degree,mar,1,0,nonexistent,-50.0,1.614,5099.1,no
46,admin.,married,high.school,apr,1,0,nonexistent,-47.1,1.365,5099.1,no
40,blue-collar,divorced,basic.9y,jun,1,0,nonexistent,-41.8,4.864,5228.1,no
54,retired,divorced,basic.4y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
32,admin.,married,university.degree,oct,1,0,nonexistent,-26.9,0.73,5017.5,no
44,technician,divorced,high.school,aug,3,0,nonexistent,-31.4,0.838,5076.2,no
30,blue-collar,single,basic.9y,may,2,0,nonexistent,-46.2,1.25,5099.1,no
39,blue-collar,married,high.school,may,1,0,nonexistent,-36.4,4.856,5191.0,no
39,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
85,housemaid,divorced,basic.4y,oct,2,0,nonexistent,-26.9,0.739,5017.5,no
28,blue-collar,single,basic.9y,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
49,admin.,married,high.school,nov,2,0,nonexistent,-42.0,4.021,5195.8,no
44,services,divorced,high.school,apr,1,0,nonexistent,-47.1,1.453,5099.1,no
55,technician,married,professional.course,nov,2,0,nonexistent,-42.0,4.021,5195.8,no
31,services,single,university.degree,nov,1,0,nonexistent,-42.0,4.021,5195.8,no
31,management,single,university.degree,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
29,blue-collar,divorced,high.school,may,2,1,failure,-46.2,1.25,5099.1,no
35,blue-collar,single,basic.6y,may,3,0,nonexistent,-36.4,4.856,5191.0,no
41,unemployed,married,university.degree,jun,2,0,nonexistent,-41.8,4.864,5228.1,no
27,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.6y,jun,1,0,nonexistent,-41.8,4.967,5228.1,no
58,services,married,high.school,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
46,blue-collar,married,basic.4y,jul,1,0,nonexistent,-42.7,4.957,5228.1,no
80,retired,divorced,basic.4y,apr,2,0,nonexistent,-34.6,0.642,5008.7,yes
42,blue-collar,married,basic.6y,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
32,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.855,5191.0,no
35,admin.,married,high.school,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
36,management,single,university.degree,mar,1,0,nonexistent,-34.8,0.655,5008.7,yes
37,housemaid,single,high.school,may,2,0,nonexistent,-46.2,1.266,5099.1,no
35,blue-collar,married,basic.9y,may,2,1,failure,-46.2,1.291,5099.1,no
32,admin.,married,high.school,jun,1,1,success,-40.8,1.26,5076.2,no
49,technician,divorced,professional.course,mar,2,1,failure,-34.8,0.635,5008.7,no
30,technician,single,high.school,aug,3,0,nonexistent,-36.1,4.965,5228.1,no
29,management,single,university.degree,may,2,0,nonexistent,-36.4,4.859,5191.0,no
37,blue-collar,single,professional.course,may,1,0,nonexistent,-46.2,1.264,5099.1,no
41,services,married,high.school,may,2,0,nonexistent,-46.2,1.281,5099.1,no
45,blue-collar,married,basic.6y,may,1,0,nonexistent,-46.2,1.291,5099.1,no
31,technician,married,professional.course,may,2,0,nonexistent,-46.2,1.25,5099.1,no
30,services,single,high.school,may,2,0,nonexistent,-36.4,4.858,5191.0,no
68,retired,single,university.degree,sep,1,1,success,-29.8,0.741,5017.5,yes
41,blue-collar,married,basic.4y,jul,3,0,nonexistent,-42.7,4.957,5228.1,no
36,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.6y,jul,2,0,nonexistent,-42.7,4.957,5228.1,no
34,technician,divorced,professional.course,mar,1,1,failure,-34.8,0.653,5008.7,no
33,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
58,management,married,university.degree,may,2,1,success,-46.2,1.25,5099.1,no
36,services,married,high.school,jun,2,0,nonexistent,-41.8,4.864,5228.1,no
45,blue-collar,divorced,high.school,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
37,technician,married,basic.6y,jun,1,0,nonexistent,-41.8,4.959,5228.1,no
41,blue-collar,married,basic.4y,may,1,1,failure,-46.2,1.281,5099.1,no
40,management,married,university.degree,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
41,admin.,married,university.degree,may,3,2,failure,-46.2,1.313,5099.1,no
37,blue-collar,married,basic.9y,mar,1,1,failure,-34.8,0.637,5008.7,no
37,blue-collar,married,basic.9y,nov,1,0,nonexistent,-42.0,4.12,5195.8,no
43,blue-collar,married,basic.9y,jun,2,0,nonexistent,-41.8,4.866,5228.1,no
40,blue-collar,married,professional.course,nov,1,1,failure,-42.0,4.191,5195.8,no
32,admin.,married,high.school,jul,1,0,nonexistent,-42.7,4.96,5228.1,no
33,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
55,entrepreneur,married,university.degree,nov,1,0,nonexistent,-30.1,0.716,5017.5,no
32,unemployed,married,high.school,nov,1,0,nonexistent,-42.0,4.076,5195.8,no
29,blue-collar,married,unknown,jun,1,0,nonexistent,-41.8,4.962,5228.1,no
37,self-employed,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
23,student,single,high.school,jun,1,0,nonexistent,-40.8,1.262,5076.2,no
33,admin.,single,high.school,aug,2,1,failure,-31.4,0.881,5076.2,no
35,admin.,single,university.degree,nov,3,0,nonexistent,-42.0,4.076,5195.8,no
42,self-employed,married,basic.4y,jul,3,0,nonexistent,-42.7,4.962,5228.1,no
54,blue-collar,married,basic.4y,aug,3,0,nonexistent,-36.1,4.964,5228.1,no
38,technician,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
37,services,married,high.school,may,3,0,nonexistent,-36.4,4.859,5191.0,no
57,technician,married,high.school,aug,1,0,nonexistent,-36.1,4.968,5228.1,no
33,technician,married,professional.course,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
57,blue-collar,married,basic.9y,may,3,0,nonexistent,-46.2,1.25,5099.1,no
41,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.859,5191.0,no
50,technician,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
40,blue-collar,married,basic.4y,may,2,0,nonexistent,-46.2,1.299,5099.1,no
59,retired,married,university.degree,aug,1,0,nonexistent,-36.1,4.968,5228.1,no
43,technician,single,high.school,nov,2,0,nonexistent,-42.0,4.021,5195.8,no
34,technician,divorced,professional.course,jul,3,0,nonexistent,-42.7,4.961,5228.1,no
36,technician,single,professional.course,aug,1,0,nonexistent,-36.1,4.965,5228.1,no
33,admin.,single,high.school,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
52,services,married,high.school,jun,3,0,nonexistent,-41.8,4.865,5228.1,no
31,technician,single,university.degree,aug,2,0,nonexistent,-36.1,4.964,5228.1,no
23,student,single,high.school,jun,2,0,nonexistent,-40.8,1.26,5076.2,no
54,admin.,married,university.degree,aug,2,1,success,-31.4,0.849,5076.2,yes
48,admin.,single,university.degree,nov,1,0,nonexistent,-42.0,4.191,5195.8,no
52,management,divorced,university.degree,jun,1,0,nonexistent,-41.8,4.866,5228.1,no
65,technician,married,professional.course,sep,1,0,nonexistent,-37.5,0.879,4963.6,no
24,admin.,single,university.degree,apr,1,0,nonexistent,-47.1,1.41,5099.1,no
52,unknown,married,professional.course,jun,1,0,nonexistent,-40.8,1.262,5076.2,no
27,technician,single,professional.course,may,1,0,nonexistent,-46.2,1.266,5099.1,no
37,blue-collar,single,professional.course,oct,3,0,nonexistent,-26.9,0.742,5017.5,no
42,technician,married,professional.course,may,3,0,nonexistent,-36.4,4.864,5191.0,no
43,admin.,divorced,university.degree,jun,2,0,nonexistent,-41.8,4.864,5228.1,no
38,blue-collar,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
42,admin.,single,basic.9y,may,1,0,nonexistent,-36.4,4.858,5191.0,no
38,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
29,blue-collar,single,basic.6y,may,3,0,nonexistent,-36.4,4.855,5191.0,no
52,blue-collar,single,basic.9y,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
33,admin.,single,university.degree,nov,2,1,failure,-42.0,4.12,5195.8,no
56,blue-collar,married,basic.4y,jun,3,0,nonexistent,-41.8,4.961,5228.1,no
39,admin.,married,high.school,nov,1,0,nonexistent,-42.0,4.12,5195.8,no
35,blue-collar,married,university.degree,jul,2,0,nonexistent,-42.7,4.961,5228.1,no
46,blue-collar,single,basic.6y,may,3,0,nonexistent,-46.2,1.327,5099.1,no
28,blue-collar,married,basic.4y,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
25,admin.,single,high.school,sep,1,1,success,-29.8,0.778,5017.5,yes
31,technician,single,professional.course,oct,2,0,nonexistent,-49.5,1.025,4963.6,no
37,technician,single,high.school,aug,1,0,nonexistent,-36.1,4.967,5228.1,no
35,technician,married,university.degree,jun,3,0,nonexistent,-41.8,4.967,5228.1,no
30,management,married,university.degree,sep,1,1,failure,-37.5,0.88,4963.6,no
48,management,married,unknown,nov,3,0,nonexistent,-42.0,4.191,5195.8,no
56,retired,married,university.degree,aug,3,0,nonexistent,-36.1,4.968,5228.1,no
39,entrepreneur,married,professional.course,nov,2,0,nonexistent,-42.0,4.076,5195.8,no
35,blue-collar,divorced,basic.4y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,single,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
35,technician,single,professional.course,nov,2,1,failure,-30.1,0.714,5017.5,no
25,self-employed,single,university.degree,apr,1,0,nonexistent,-47.1,1.365,5099.1,no
30,blue-collar,married,high.school,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
50,management,divorced,high.school,nov,2,0,nonexistent,-42.0,4.076,5195.8,no
50,management,married,basic.6y,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
53,technician,married,professional.course,jun,1,0,nonexistent,-41.8,4.96,5228.1,no
56,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
